STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
1,AL,36420,3,540,140,340,40,330,1260,380,0,0,0,0,0,70,170,33005,540,33435,450,24629,150,217,90,301,80,247,80,50,100,1022,70,273,70,849,160,3861,30,30,99,150,2145,30,132,160,430,0,0,0,0,30,181,0,0,50,58,0,0,0,0,150,2752,9517,60,460,120,303,30,33,110,110,100,25,150,478,100,551,0,0,0,0,50,70,0,0,120,646,50,522,0,0,530,20811,530,2827,0,0,0,0,250,393,20,21,40,20,40,56,50,8,160,248,20,20,80,207,0,0,0,0,0,0,520,3499,0,0,0,0,0,0,30,28,0,0,520,2434,520,2708,0,0,0,0,140,340,380,1099
1,AL,36420,4,320,40,260,30,210,850,270,0,0,0,0,0,30,100,27821,320,28158,270,20877,130,146,60,209,60,158,80,52,60,574,50,179,50,1086,100,3180,30,40,181,90,1712,20,225,110,337,20,6,0,0,0,0,20,132,40,57,0,0,0,0,120,2414,10783,30,168,100,343,20,34,110,89,90,22,120,500,90,586,0,0,0,0,0,0,0,0,110,709,40,344,0,0,320,19555,320,2776,0,0,0,0,170,296,20,1,30,21,50,64,0,0,120,192,20,5,50,126,0,0,0,0,0,0,320,3235,0,0,0,0,0,0,30,31,0,0,320,2479,320,2635,0,0,0,0,90,240,220,806
1,AL,36420,5,370,30,340,0,270,1060,360,0,0,0,0,0,20,110,49729,370,50381,340,36050,190,245,110,333,100,264,140,149,90,1617,90,740,80,3120,130,5709,40,0,0,90,2186,50,1294,140,652,30,8,0,0,20,274,0,0,40,46,0,0,0,0,230,4891,32351,30,219,210,1110,30,75,220,189,180,57,230,1427,190,1347,0,0,0,0,0,0,30,78,200,1349,60,624,0,0,370,38751,370,6652,0,0,0,0,170,289,30,83,40,29,40,51,0,0,90,113,0,0,70,275,0,0,0,0,0,0,370,7146,0,0,0,0,0,0,30,30,0,0,370,6363,370,6783,0,0,0,0,140,702,210,931
1,AL,36420,6,100,0,90,0,90,290,90,0,0,0,0,0,0,40,41169,100,42467,90,17747,80,452,50,641,50,504,50,197,40,3960,50,3099,0,0,20,1085,20,0,0,20,523,60,12163,50,1298,0,0,0,0,20,380,0,0,0,0,0,0,0,0,90,4459,39223,0,0,90,1345,0,0,80,207,60,29,90,1599,70,688,0,0,0,0,0,0,0,0,80,2044,0,0,0,0,100,35929,100,9524,30,90,0,0,40,69,30,56,0,0,0,0,0,0,0,0,0,0,40,347,0,0,0,0,0,0,100,10101,0,0,0,0,0,0,0,0,0,0,100,9334,100,9915,40,56,60,148,40,1346,30,570
1,AL,36421,1,1370,710,320,320,740,2280,760,0,0,0,0,70,330,320,17670,1370,17943,1070,14042,200,161,70,157,70,90,20,6,280,908,70,45,90,688,200,2001,30,60,149,70,123,0,0,250,273,0,0,0,0,0,0,0,0,30,23,0,0,0,0,70,1001,986,50,418,30,22,30,21,40,21,30,4,70,70,40,220,0,0,0,0,0,0,0,0,50,110,30,130,0,0,480,2635,500,288,0,0,40,13,140,39,0,0,0,0,30,12,40,7,60,16,0,0,210,264,120,550,130,569,30,16,1260,3615,640,1829,580,1635,380,451,70,60,70,39,400,248,610,533,0,0,0,0,100,76,1190,3143
1,AL,36421,2,880,320,390,150,490,1870,610,0,0,0,0,40,180,240,31457,880,31847,750,25009,190,122,80,254,80,184,50,25,120,548,70,170,90,991,190,3250,30,70,149,200,1326,50,50,180,390,30,8,0,0,50,267,20,117,50,45,0,0,0,0,120,2220,4701,70,610,80,124,40,40,80,59,60,8,120,233,70,355,0,0,0,0,30,62,0,0,80,345,60,466,0,0,820,14585,810,1738,0,0,50,44,360,284,0,0,40,21,50,42,140,31,200,183,30,11,90,244,80,330,80,375,60,44,860,3916,270,614,210,487,180,287,30,27,30,15,660,1454,720,1751,0,0,0,0,120,177,740,2292
1,AL,36421,3,470,120,300,40,260,1150,370,0,0,0,0,0,70,150,28763,470,29029,400,21657,130,118,70,399,60,160,60,54,70,259,70,153,60,1066,130,3382,40,30,66,130,1985,20,152,100,266,0,0,0,0,0,0,0,0,30,48,0,0,0,0,120,2214,7631,40,329,90,211,30,40,90,77,70,20,120,349,80,505,0,0,0,0,0,0,0,0,90,475,50,488,0,0,470,17979,470,2405,0,0,0,0,220,319,50,2,40,22,30,28,50,9,160,246,0,0,50,110,0,0,0,0,0,0,470,3216,0,0,0,0,30,38,20,16,0,0,440,2086,450,2277,0,0,0,0,110,187,350,1121
1,AL,36421,4,310,30,260,20,210,790,210,0,0,0,0,0,30,120,27298,310,27508,260,19832,130,105,60,139,50,118,80,87,50,250,70,379,60,1280,100,3260,30,30,90,100,1935,30,129,100,210,20,6,0,0,0,0,30,180,30,27,0,0,0,0,120,2394,10668,30,351,100,316,30,41,100,84,80,23,120,466,90,592,0,0,0,0,20,31,0,0,100,609,30,323,0,0,310,19325,310,2710,0,0,0,0,130,221,0,0,30,16,30,29,0,0,90,149,20,17,50,59,0,0,0,0,0,0,310,3164,0,0,0,0,0,0,20,17,0,0,310,2488,310,2568,0,0,0,0,80,185,220,758
1,AL,36421,5,390,40,350,0,270,1090,360,0,0,0,0,0,30,100,52400,390,52980,360,41215,200,134,110,338,100,267,170,178,100,1191,100,1410,60,1803,120,4357,70,0,0,80,1838,50,1067,140,580,30,9,0,0,20,257,0,0,50,46,0,0,0,0,250,5326,35291,20,163,240,1241,30,50,230,213,180,51,250,1552,230,1773,0,0,0,0,0,0,0,0,210,1333,50,475,0,0,390,40925,390,7016,0,0,0,0,160,339,30,125,50,28,40,45,0,0,90,126,0,0,70,270,0,0,0,0,0,0,380,7590,0,0,0,0,0,0,30,28,0,0,390,6677,390,6962,0,0,0,0,130,603,240,1112
1,AL,36421,6,90,0,80,0,80,260,90,0,0,0,0,0,0,40,40384,90,40918,80,16124,70,173,50,448,40,364,40,158,0,0,40,1157,30,2361,30,1378,0,0,0,20,628,40,8750,30,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5411,37011,0,0,70,1111,0,0,70,154,50,18,80,1305,60,510,0,0,0,0,0,0,0,0,70,1089,0,0,0,0,90,28836,90,7511,0,0,0,0,30,189,20,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,7012,0,0,0,0,0,0,0,0,0,0,90,7321,90,7603,30,30,40,93,50,1367,30,351
1,AL,36425,1,170,70,30,70,90,340,160,0,0,0,0,0,60,40,2296,170,2314,140,2030,30,5,20,29,20,14,0,0,40,121,0,0,0,0,20,278,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,89,0,0,0,0,50,242,50,27,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,30,35,0,0,0,0,0,0,160,577,110,352,100,324,60,85,0,0,0,0,40,22,60,51,0,0,0,0,0,0,150,524
1,AL,36425,2,100,40,30,50,60,200,80,0,0,0,0,0,40,20,3503,100,3554,90,2866,0,0,0,0,0,0,20,15,20,26,0,0,0,0,40,799,0,0,0,50,372,0,0,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,378,958,0,0,30,83,0,0,30,13,30,7,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1708,100,204,0,0,0,0,80,62,0,0,0,0,0,0,0,0,40,31,0,0,0,0,0,0,0,0,0,0,100,398,30,80,30,74,20,28,0,0,0,0,80,168,80,187,0,0,0,0,40,77,80,231
1,AL,36425,3,40,20,0,0,30,70,30,0,0,0,0,0,0,20,2199,40,2199,30,1577,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,458,1887,0,0,0,0,0,0,0,0,0,0,20,90,0,0,0,0,0,0,0,0,0,0,20,145,0,0,0,0,40,1438,30,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,234,0,0,0,0,0,0,0,0,0,0,30,175,30,201,0,0,0,0,0,0,40,136
1,AL,36425,4,30,0,20,0,20,60,0,0,0,0,0,0,0,0,2804,30,2804,20,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2065,30,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,368,0,0,0,0,0,0,0,0,0,0,30,323,30,342,0,0,0,0,0,0,0,0
1,AL,36425,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36425,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36426,1,2460,1250,390,800,1170,4210,1620,100,0,100,0,120,690,540,31472,2460,31866,1920,24031,290,142,100,246,100,172,40,15,360,2002,100,57,140,981,390,3893,20,60,146,150,239,30,33,370,394,0,0,0,0,0,0,0,0,40,37,20,39,0,0,120,1563,1757,90,689,50,42,60,43,60,47,50,10,110,169,50,200,0,0,0,0,0,0,0,0,90,328,40,140,0,0,820,4401,850,473,0,0,50,16,260,87,0,0,0,0,60,33,70,11,110,33,0,0,290,398,140,570,140,575,60,39,2280,6717,1210,3629,1140,3286,770,938,170,153,70,29,650,385,970,829,0,0,0,0,150,97,2170,5961
1,AL,36426,2,1440,510,490,400,760,3080,1160,30,0,30,0,70,380,340,51614,1440,51985,1220,41630,250,152,100,286,90,208,90,53,170,304,80,153,120,1164,290,5461,20,40,101,310,1880,30,277,200,371,30,8,0,0,50,207,30,71,60,65,0,0,0,0,250,3769,9400,140,729,160,247,80,84,140,96,110,36,250,496,110,540,0,0,0,0,30,36,0,0,210,1068,120,804,0,0,1360,24151,1350,2912,0,0,40,30,610,541,0,0,90,42,80,85,180,32,400,368,40,18,100,221,90,311,80,304,70,52,1400,6007,470,1022,390,872,330,451,80,66,30,16,1050,2371,1120,2660,0,0,0,0,220,283,1200,3585
1,AL,36426,3,730,200,400,100,450,1730,600,0,0,0,0,0,140,200,44116,730,44340,630,33793,210,105,80,234,70,163,110,81,110,343,70,274,90,1136,210,5226,40,50,149,180,2644,30,126,130,224,20,5,0,0,0,0,0,0,50,48,0,0,0,0,210,3710,12753,80,631,160,381,40,54,150,99,120,31,210,589,120,613,0,0,0,0,30,29,0,0,160,928,80,862,40,194,720,27824,720,3813,0,0,30,44,330,451,50,2,30,14,40,42,60,10,240,369,50,14,60,105,0,0,30,121,40,33,730,4765,0,0,0,0,40,55,40,26,0,0,690,3362,700,3507,0,0,0,0,170,307,540,1508
1,AL,36426,4,460,60,370,40,310,1210,390,0,0,0,0,0,60,130,39532,460,39847,400,29765,180,133,80,300,70,252,120,111,80,594,60,386,70,1293,140,4179,40,0,0,120,2674,30,157,130,315,20,6,0,0,0,0,30,207,50,52,0,0,0,0,160,3256,13578,40,508,120,421,30,59,130,102,80,21,160,618,100,552,0,0,0,0,40,57,0,0,130,902,60,590,0,0,460,27745,450,3963,0,0,0,0,210,347,0,0,20,13,40,53,0,0,160,268,0,0,50,130,0,0,0,0,0,0,450,4549,0,0,0,0,0,0,40,30,0,0,450,3617,450,3793,0,0,0,0,130,362,320,1081
1,AL,36426,5,480,50,430,0,320,1370,460,0,0,0,0,0,50,150,62629,480,63140,430,46406,260,377,120,626,110,513,200,204,120,1094,120,872,100,4395,180,6415,40,0,0,130,2886,60,1365,150,511,30,8,0,0,20,292,0,0,40,34,0,0,0,0,280,6517,38248,40,231,260,1358,30,63,260,283,200,87,280,1824,220,1379,0,0,0,0,0,0,0,0,260,1884,90,1057,0,0,480,48075,480,8103,30,72,0,0,240,331,40,18,40,19,70,77,0,0,130,163,30,9,80,377,0,0,0,0,0,0,480,8804,0,0,0,0,0,0,60,49,0,0,480,7783,480,8091,0,0,0,0,170,672,300,1242
1,AL,36426,6,70,0,60,0,60,180,60,0,0,0,0,0,0,30,20290,70,20779,50,8424,40,221,30,838,30,481,40,90,0,0,30,799,0,0,30,1520,0,0,0,30,703,30,4256,20,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1939,18304,0,0,60,604,0,0,50,105,40,24,60,741,40,359,0,0,0,0,0,0,0,0,50,748,0,0,0,0,70,17658,70,4230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4011,0,0,0,0,0,0,0,0,0,0,70,4202,70,4488,0,0,30,67,40,874,0,0
1,AL,36432,1,440,200,90,150,260,810,310,0,0,0,0,0,140,100,5850,440,5959,340,4658,40,36,0,0,0,0,0,0,80,294,0,0,20,130,70,718,30,0,0,20,32,0,0,70,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,379,374,0,0,0,0,20,18,0,0,0,0,30,29,30,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,781,140,84,0,0,0,0,50,12,0,0,0,0,0,0,20,5,0,0,0,0,60,84,40,167,50,171,20,13,410,1279,240,722,220,645,140,171,40,38,0,0,110,72,170,166,0,0,0,0,30,20,390,1134
1,AL,36432,2,250,80,90,100,140,540,210,0,0,0,0,0,70,50,8760,250,8841,220,7385,70,27,0,0,40,64,40,27,30,-96,30,112,30,293,40,836,0,50,110,50,312,0,0,50,81,0,0,0,0,0,0,0,0,30,17,0,0,0,0,40,612,1562,50,274,40,49,0,0,40,17,40,12,40,73,0,0,0,0,0,0,0,0,0,0,50,220,40,295,0,0,240,3985,240,470,0,0,0,0,110,89,0,0,0,0,40,28,70,16,80,63,0,0,30,47,0,0,0,0,0,0,240,1038,90,191,70,157,60,75,0,0,0,0,180,380,200,418,0,0,0,0,30,45,210,662
1,AL,36432,3,100,40,60,0,70,230,70,0,0,0,0,0,30,30,6015,100,6015,90,5012,0,0,40,100,0,0,0,0,20,-17,0,0,0,0,30,514,20,0,0,20,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,392,1400,0,0,20,57,0,0,0,0,0,0,20,70,30,103,0,0,0,0,0,0,0,0,20,106,0,0,0,0,100,3788,100,514,0,0,0,0,50,60,0,0,0,0,0,0,0,0,30,45,0,0,0,0,0,0,0,0,0,0,100,651,0,0,0,0,0,0,0,0,0,0,100,454,100,469,0,0,0,0,20,43,80,222
1,AL,36432,4,80,0,60,0,50,190,50,0,0,0,0,0,0,20,6633,80,6684,70,5368,30,4,0,0,0,0,20,25,0,0,0,0,20,896,40,1037,0,0,0,30,643,0,0,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,563,2373,0,0,30,89,0,0,20,12,30,12,30,114,0,0,0,0,0,0,0,0,0,0,20,131,30,330,0,0,80,4708,80,673,0,0,0,0,50,66,0,0,0,0,0,0,0,0,30,51,0,0,0,0,0,0,0,0,0,0,80,844,0,0,0,0,0,0,0,0,0,0,80,630,80,660,0,0,0,0,30,148,60,203
1,AL,36432,5,40,0,40,0,30,110,30,0,0,0,0,0,0,20,5507,40,5507,40,3768,20,33,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,783,3722,0,0,30,123,0,0,30,16,0,0,30,148,20,139,0,0,0,0,0,0,0,0,30,253,0,0,0,0,40,4090,40,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,728,0,0,0,0,0,0,0,0,0,0,40,675,40,705,0,0,0,0,0,0,30,115
1,AL,36432,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36435,1,120,40,30,60,70,250,130,0,0,0,0,0,60,40,1521,120,1543,100,1220,0,0,0,0,0,0,0,0,30,96,0,0,0,0,30,331,0,0,0,0,0,0,0,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,142,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,460,100,338,100,306,60,71,0,0,0,0,20,12,40,39,0,0,0,0,0,0,110,421
1,AL,36435,2,50,30,0,30,40,90,50,0,0,0,0,0,30,0,1635,50,1635,40,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,806,40,97,0,0,0,0,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,179,0,0,0,0,0,0,0,0,0,0,40,77,40,85,0,0,0,0,0,0,50,141
1,AL,36435,3,30,0,0,0,0,50,0,0,0,0,0,0,0,0,2054,30,2054,20,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1385,20,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,244,0,0,0,0,0,0,0,0,0,0,20,215,20,217,0,0,0,0,0,0,0,0
1,AL,36435,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36435,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36435,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36436,1,90,40,20,30,60,160,50,0,0,0,0,0,40,40,1220,90,1238,60,1006,30,6,0,0,0,0,0,0,40,9,0,0,0,0,20,200,0,0,0,20,179,0,0,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,183,30,19,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,283,60,181,60,155,40,43,0,0,0,0,30,15,40,34,0,0,0,0,0,0,80,249
1,AL,36436,2,40,30,30,20,30,90,30,0,0,0,0,0,0,0,1560,40,1560,40,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,713,40,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,0,0,0,0,0,0,0,0,0,0,40,179,0,0,0,0,0,0,0,0,0,0,30,70,40,82,0,0,0,0,0,0,40,110
1,AL,36436,3,30,0,0,0,20,60,20,0,0,0,0,0,0,0,1752,30,1752,30,1585,20,2,0,0,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,507,2471,0,0,30,101,0,0,0,0,0,0,30,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1151,30,162,0,0,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,200,0,0,0,0,0,0,0,0,0,0,30,145,30,145,0,0,0,0,0,0,20,68
1,AL,36436,4,30,0,30,0,30,90,30,0,0,0,0,0,0,0,3301,30,3301,30,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2453,30,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,439,0,0,0,0,0,0,0,0,0,0,30,359,30,372,0,0,0,0,0,0,20,77
1,AL,36436,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36436,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,36439,1,110,50,20,30,60,180,60,0,0,0,0,0,20,50,1483,110,1483,80,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,179,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,247,50,29,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,90,304,70,184,50,164,50,56,0,0,0,0,40,24,50,49,0,0,0,0,0,0,80,256
1,AL,36439,2,70,40,30,20,40,140,40,0,0,0,0,0,30,0,2616,70,2703,60,2018,40,11,0,0,0,0,0,0,40,252,0,0,0,0,40,625,0,0,0,0,0,0,0,40,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,648,1339,0,0,0,0,0,0,0,0,0,0,30,58,30,93,0,0,0,0,0,0,0,0,30,177,0,0,0,0,70,1328,70,165,0,0,0,0,60,59,0,0,0,0,0,0,0,0,40,41,0,0,40,63,0,0,0,0,0,0,70,300,0,0,0,0,0,0,0,0,0,0,50,143,60,167,0,0,0,0,40,60,50,152
1,AL,36439,3,40,0,30,0,40,110,60,0,0,0,0,0,0,20,2359,40,2390,40,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,398,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1369,40,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,222,0,0,0,0,0,0,0,0,0,0,30,154,40,178,0,0,0,0,0,0,30,72
